ii xcb-util-wm-0.4.1_3                     Utility libraries for XC Binding - client and window-manager helpers for ICCCM
ii xcb-util-xrm-1.3_1                      XCB utility functions for the X resource manager
ii xf86-input-libinput-1.0.1_1             Generic input driver for the X.Org server based on libinput
ii xfsprogs-5.11.0_1                       Utilities for managing the XFS filesystem
ii xinit-1.4.1_2                           X init program
ii xkbcomp-1.4.2_1                         XKBD keymap compiler
ii xkeyboard-config-2.32_1                 X Keyboard Configuration Database
ii xorg-fonts-7.6_5                        Modular Xorg Fonts
ii xorg-minimal-1.2_2                      Xorg meta-package including xorg-xserver and needed tools
ii xorg-server-1.20.11_2                   X11 server from X.org
ii xorg-server-common-1.20.11_2            X11 server from X.org- common files
ii xorgproto-2020.1_1                      Combined X.Org X11 Protocol headers
ii xrandr-1.5.1_1                          Primitive command line interface to RandR extension
ii xterm-367_1                             X Terminal Emulator
ii yajl-2.1.0_4                            Yet Another JSON Library
ii zd1211-firmware-1.5_3                   Firmware for the Zydas 1211 wifi cards
ii zlib-1.2.11_3                           A compression/decompression Library
ii zlib-devel-1.2.11_3                     A compression/decompression Library - development files
